"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"ENSMUSG00000082644",292.850925057939,0.86516929586434,0.245783278468776,3.5200494567992,0.000431466337281004,0.00511336481269591,"Up-regulated"
"ENSMUSG00000085404",432.660392934014,-0.9704129245292,0.230075168435572,-4.21780816733791,2.46688548170183e-05,0.00051547701192537,"Down-regulated"
"ENSMUSG00000063882",3399.22394730544,-0.748789847005519,0.149217629825678,-5.01810575519987,5.21834502043618e-07,1.94499536537784e-05,"Down-regulated"
"ENSMUSG00000028832",149.59362485945,-1.25158178206594,0.217143292131553,-5.76385192367671,8.22155549535512e-09,5.90339925960597e-07,"Down-regulated"
"ENSMUSG00000050608",1828.83341141925,-0.798351217487977,0.163856483059939,-4.87225895844437,1.1032942324934e-06,3.74966448203325e-05,"Down-regulated"
"ENSMUSG00000066036",6207.06345217146,0.596952514281175,0.141232489305889,4.22673647696078,2.37105073619237e-05,0.000500448864319105,"Up-regulated"
"ENSMUSG00000028609",438.548404569417,-0.614834393541772,0.171018975805296,-3.5951238197202,0.000324237329821894,0.00410495108663016,"Down-regulated"
"ENSMUSG00000034645",177.694256148649,1.28796673056275,0.287080509283219,4.4864304225269,7.24263541622477e-06,0.000184184242320938,"Up-regulated"
"ENSMUSG00000062353",95.688722952228,-1.50531141191464,0.278202276799817,-5.41085223755305,6.2725513808003e-08,3.46718236324388e-06,"Down-regulated"
"ENSMUSG00000092354",22.337145652369,2.18270571711007,0.540920461953805,4.03516943919283,5.45629079033014e-05,0.000981696383503037,"Up-regulated"
"ENSMUSG00000040407",1706.67844241141,0.619720262756685,0.138968588514195,4.45942690634284,8.21790923935427e-06,0.00020299483058695,"Up-regulated"
"ENSMUSG00000106535",28.9007273546746,1.23566794873958,0.463195778738795,2.66770123014527,0.00763721389392,0.0463188587466488,"Up-regulated"
"ENSMUSG00000005220",52.3237935651807,-1.31264578218179,0.379945927564037,-3.45482261277968,0.000550654984895705,0.00610755100762379,"Down-regulated"
"ENSMUSG00000047843",875.022890009426,-0.875846382915792,0.181222917913428,-4.83297804163043,1.34505628171831e-06,4.44749083851235e-05,"Down-regulated"
"ENSMUSG00000038859",1469.86787486382,-0.699825366344605,0.149436055066472,-4.68310921372563,2.82555866143887e-06,8.33703878592046e-05,"Down-regulated"
"ENSMUSG00000029304",2501.42130378995,-0.766082564636332,0.217750162695763,-3.5181721802279,0.000434530324914389,0.00514551349987548,"Down-regulated"
"ENSMUSG00000029298",532.676373075263,0.797522242977286,0.263258083319018,3.0294311685421,0.00245014728033762,0.0194947079643593,"Up-regulated"
"ENSMUSG00000105096",804.568075760682,1.86919523689061,0.678573943472105,2.75459329800725,0.0058765132751457,0.0383084852934287,"Up-regulated"
"ENSMUSG00000038690",3329.8904307003,-0.992740483830944,0.171812156182463,-5.77805730332994,7.5568073465523e-09,5.47980762437119e-07,"Down-regulated"
"ENSMUSG00000070420",202.476042906009,0.711066605230969,0.199366874341268,3.56662363083345,0.000361610250734107,0.0044661610056941,"Up-regulated"
"ENSMUSG00000040584",152.811260849646,1.13203393919041,0.260086278922453,4.35253233611734,1.34574015532666e-05,0.000308006278050388,"Up-regulated"
"ENSMUSG00000106664",45.2925827659317,-1.0794868373808,0.369769420206765,-2.91935129945894,0.00350760694515869,0.0260280782840347,"Down-regulated"
"ENSMUSG00000050856",1042.85702980715,-0.81101118865409,0.165955232325035,-4.88692750021684,1.02421788265791e-06,3.51574669797275e-05,"Down-regulated"
"ENSMUSG00000075543",457.248909125142,0.835203977612351,0.241171607021328,3.46311071990531,0.000533968623216885,0.00599354206351029,"Up-regulated"
"ENSMUSG00000029650",1308.76139205076,0.781409542709471,0.136933282288053,5.70649830087106,1.15324057681285e-08,7.85705486937425e-07,"Up-regulated"
"ENSMUSG00000029101",123.151805098586,0.668126668799729,0.237439787102954,2.81387831816927,0.00489477525444581,0.0333792681224964,"Up-regulated"
"ENSMUSG00000036596",28.3649742644859,-1.30203663610499,0.492939126363695,-2.64137408955509,0.00825704920354368,0.0490268572085561,"Down-regulated"
"ENSMUSG00000107096",173.54360650897,0.614867343701169,0.213967618766763,2.87364670993236,0.00405762573141197,0.0289649618487927,"Up-regulated"
"ENSMUSG00000060708",142.827008291482,-0.884819793728802,0.247569708215848,-3.57402284837431,0.000351538233952222,0.00436014568241502,"Down-regulated"
"ENSMUSG00000029346",145.107919347503,-0.731723568962406,0.237694813608497,-3.07841621722389,0.00208104037174769,0.017240790357573,"Down-regulated"
"ENSMUSG00000029478",1221.04865232803,0.619321573127351,0.148385919701877,4.17372197019524,2.99663420228269e-05,0.000604610162466072,"Up-regulated"
"ENSMUSG00000008348",2896.13559329199,-0.767793722152117,0.163965397367386,-4.68265703910549,2.83180087807704e-06,8.33703878592046e-05,"Down-regulated"
"ENSMUSG00000035836",7619.2326197943,0.672933620615594,0.213321581739883,3.15455011690353,0.0016074576710377,0.014201471631701,"Up-regulated"
"ENSMUSG00000106303",200.34272601556,1.817456569335,0.628862323061708,2.89007069224063,0.0038515520368609,0.0279571527432797,"Up-regulated"
"ENSMUSG00000104664",144.299872602264,1.72481649890716,0.361900034535889,4.76600258167734,1.87916851826952e-06,5.94493238766053e-05,"Up-regulated"
"ENSMUSG00000106397",70.7713176070382,1.75701122428585,0.397878758357154,4.41594628358793,1.00569058376813e-05,0.000241497633951404,"Up-regulated"
"ENSMUSG00000042010",1260.76163113551,-0.620400138666238,0.160512025065103,-3.86513183927875,0.000111029209491617,0.00173674350316623,"Down-regulated"
"ENSMUSG00000028998",1434.43537218799,-0.976514304025565,0.19982682470342,-4.88680288782497,1.0248660841305e-06,3.51574669797275e-05,"Down-regulated"
"ENSMUSG00000028969",699.193751985048,-0.613851652197026,0.166565727410185,-3.68534188720201,0.000228395838436659,0.00310059521911046,"Down-regulated"
"ENSMUSG00000060152",724.650079359658,-0.698936980778041,0.184137349641396,-3.79573716108768,0.000147205394707149,0.00217365385249024,"Down-regulated"
"ENSMUSG00000067719",431.365514267729,-0.776137762161314,0.21420227544466,-3.62338710244855,0.000290770151257753,0.00375590932594671,"Down-regulated"
"ENSMUSG00000038181",549.526560495392,0.647544164711661,0.162547971029377,3.98371115068937,6.78473325361812e-05,0.00116373270139342,"Up-regulated"
"ENSMUSG00000009013",222.82552797562,-1.03296378857732,0.239301345530066,-4.31658161507303,1.58464106534126e-05,0.000354378966795707,"Down-regulated"
"ENSMUSG00000028944",858.599594385929,0.688817222486935,0.165486532949595,4.16237629860031,3.14952767857741e-05,0.000629389924090066,"Up-regulated"
"ENSMUSG00000087314",29.9146036247606,1.39863741731435,0.496467806969724,2.81717645671967,0.00484478999929455,0.0330691910110282,"Up-regulated"
"ENSMUSG00000072941",933.414033305482,-0.598663702798112,0.159692172039634,-3.74886066832085,0.000177639735896794,0.00253947868944132,"Down-regulated"
"ENSMUSG00000045790",59.8983080222287,-0.918528150951047,0.31946229850119,-2.87523177307768,0.00403731014376247,0.0289185911911162,"Down-regulated"
"ENSMUSG00000048271",1822.90197521887,0.649312068491999,0.156899526300086,4.13839406532129,3.49745291116386e-05,0.00068333088562679,"Up-regulated"
"ENSMUSG00000107369",1027.87260947107,-1.31817958748787,0.174174333652409,-7.56816208132305,3.78541513132217e-14,1.10897521687214e-11,"Down-regulated"
"ENSMUSG00000107225",14.8825823966093,-1.60702725353048,0.609577162835938,-2.63629832530815,0.00838160068887666,0.0496123571565823,"Down-regulated"
"ENSMUSG00000057068",340.830557902125,0.797163830361079,0.199072940293494,4.00438065156328,6.21801733174972e-05,0.00108949184061567,"Up-regulated"
"ENSMUSG00000029597",1393.45836732275,-0.813075439886985,0.196106750788014,-4.14608592830084,3.38206946878352e-05,0.000664973873540149,"Down-regulated"
"ENSMUSG00000067161",130.729667302184,-0.793047417170171,0.224273298322464,-3.53607595332153,0.000406117912483273,0.00488261182359263,"Down-regulated"
"ENSMUSG00000047215",2532.33825369356,-0.823011829870045,0.147440619923907,-5.58198839841283,2.37784243111455e-08,1.51437547525939e-06,"Down-regulated"
"ENSMUSG00000042744",1130.31302647172,0.732034332902659,0.163740036264319,4.47071070462551,7.79600943156814e-06,0.000194541645917564,"Up-regulated"
"ENSMUSG00000107352",78.594198206663,1.04116993695191,0.28561356984074,3.64537979596864,0.000266997193364591,0.0035107494509915,"Up-regulated"
"ENSMUSG00000106918",413.394430544859,-0.581817375626102,0.188922225131685,-3.07966611774002,0.00207232767651751,0.0171985585301011,"Down-regulated"
"ENSMUSG00000029675",117.089848010067,-1.15244300436943,0.254002453133021,-4.53713336290455,5.70240483311594e-06,0.000149158617849076,"Down-regulated"
"ENSMUSG00000070473",2818.74984959966,-0.58402801767464,0.18235151552267,-3.20275932997131,0.00136117683685399,0.0124537903224468,"Down-regulated"
"ENSMUSG00000005514",13370.8250099658,0.748312503882993,0.158182194917595,4.73069996451134,2.23747007392462e-06,6.88539110143864e-05,"Up-regulated"
"ENSMUSG00000004951",562.769806579786,-1.46912595626898,0.250342475017667,-5.86846461498513,4.39849244080678e-09,3.39100617225988e-07,"Down-regulated"
"ENSMUSG00000039771",327.065441118052,-0.694111649079772,0.186845612206553,-3.71489402872596,0.000203288870158563,0.00282789683768531,"Down-regulated"
"ENSMUSG00000050552",1761.34132638035,-1.02267313551312,0.193619739133742,-5.28186402940409,1.27876092037465e-07,6.39293172752487e-06,"Down-regulated"
"ENSMUSG00000036639",552.951937143576,-0.827185367078153,0.169464200430097,-4.88118059731066,1.05452612693835e-06,3.60062906932235e-05,"Down-regulated"
"ENSMUSG00000039533",84.9268484141708,-0.903285107420725,0.341667759814772,-2.64375283143608,0.00819925050597145,0.0488420583210532,"Down-regulated"
"ENSMUSG00000070493",11155.6522569649,-0.851318215009463,0.17102795753326,-4.97765527512603,6.43591473558808e-07,2.33349700611124e-05,"Down-regulated"
"ENSMUSG00000016833",228.228785480834,-0.654025539338594,0.218573781444951,-2.99224149856836,0.00276937092787744,0.0215890076378652,"Down-regulated"
"ENSMUSG00000029127",127.298624939465,0.769027992277674,0.258633853489234,2.97342355574378,0.00294497753772601,0.0226803527721402,"Up-regulated"
"ENSMUSG00000019054",1255.66564561295,-0.713038709875468,0.167118317563484,-4.26666998729571,1.9841232573754e-05,0.000428032952489468,"Down-regulated"
"ENSMUSG00000105802",180.518763405454,0.821518154164094,0.272766069991036,3.01180478272496,0.0025969955080194,0.0204416572007382,"Up-regulated"
"ENSMUSG00000038803",524.399704596334,-1.34966915266128,0.222259308218621,-6.07249776613946,1.25935851114652e-09,1.15294271695464e-07,"Down-regulated"
"ENSMUSG00000029161",254.26206815826,-0.878643411557587,0.235005748758132,-3.738816672361,0.000184888490554078,0.00261666339095278,"Down-regulated"
"ENSMUSG00000041697",6193.16450860322,-0.917201218098467,0.171222602000313,-5.35677654341915,8.47197903325862e-08,4.44794082004202e-06,"Down-regulated"
"ENSMUSG00000107257",30.5963542469643,-1.65647087507431,0.456920220590381,-3.6252956214851,0.000288631087617689,0.00373486587581617,"Down-regulated"
"ENSMUSG00000036256",1496.68576127743,-1.30297336671885,0.182094833824904,-7.15546586001307,8.33892410819257e-13,1.95926935759622e-10,"Down-regulated"
"ENSMUSG00000097207",22.267128472935,1.37966850304195,0.512683274736431,2.69107375065285,0.0071222447948642,0.0441127449281906,"Up-regulated"
"ENSMUSG00000097321",347.082023524106,1.0310961873967,0.187161205481864,5.50913414316843,3.60603035630998e-08,2.13850739511047e-06,"Up-regulated"
"ENSMUSG00000092021",1838.43391719575,2.37306427013518,0.429175370941644,5.52935799863933,3.21404844480572e-08,1.9216074130414e-06,"Up-regulated"
"ENSMUSG00000080893",360.196078490672,-1.61652518993188,0.227242005595369,-7.11367242907673,1.12995158740039e-12,2.50780770488498e-10,"Down-regulated"
"ENSMUSG00000041453",666.015053127865,-0.748489274999576,0.197889733866261,-3.78235525601053,0.000155351430695462,0.00226652167014654,"Down-regulated"
"ENSMUSG00000096617",245.676931451722,-0.931357050595133,0.277392310376756,-3.35754458849331,0.000786380590339709,0.00808911719613487,"Down-regulated"
