"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0009410","response to xenobiotic stimulus","45/1348","498/28928",0.0903614457831325,1.93915126380894,4.67370505518849,1.95715349381413e-05,0.000778890361451245,0.000630737872720418,"Aox3/Fmo2/Hdac4/Npas2/Ugt1a6b/Ugt1a1/Abl1/Gstm5/Gstm6/Gstm3/Gstm2/Gstm1/Rorc/Ntrk1/Jun/Abcb1a/Ugt2b1/Acacb/Cyp2b13/Cyp2b9/Cyp2a4/Cyp2g1/Cyp2a5/Blm/Ccnd1/Ppp1r14a/Gstt1/Cdk1/Pnp/Cyp1a2/Map2k6/Guk1/Gpld1/Uqcrfs1/Lyst/Abat/Rogdi/Cbr1/Abcg8/Rpp21/Cyp2c55/Cyp2c50/Cyp2c23/Gstp2/Gstp3",45
"BP","GO:0006839","mitochondrial transport","23/1348","186/28928",0.123655913978495,2.65364857534858,5.00196574951682,2.00287177763604e-05,0.000791350489408426,0.000640827963688925,"Psen2/Mpc2/Bok/Tomm40l/Dnlz/Romo1/Timm10/Dnajc19/Atp5if1/Tomm7/Itpr1/Ucp2/Pdcd5/Bax/Chchd10/Timm13/Ndufa13/Ppif/Siva1/Smdt1/Pam16/Alkbh7/Fxn",23
"BP","GO:0032922","circadian regulation of gene expression","13/1348","71/28928",0.183098591549296,3.92928490826263,5.46342155441544,2.14992671941673e-05,0.000843385538788333,0.000682965442822231,"Per2/Npas2/Cry2/Ogt/Ciart/Rorc/Nr0b2/Per3/Bmal1/Usp2/Kmt2a/Nr1d1/Nampt",13
"BP","GO:0009126","purine nucleoside monophosphate metabolic process","10/1348","43/28928",0.232558139534884,4.9906838727486,5.78955095726367,2.18926986112599e-05,0.000845251369834106,0.000684476374736286,"Ak4/Nudt2/Urad/Ppat/Aprt/Pnp/Nt5e/Guk1/Xdh/Gda",10
"BP","GO:0051121","hepoxilin metabolic process","6/1348","14/28928",0.428571428571429,9.19711742263671,6.7822000982697,2.20085480492129e-05,0.000845251369834106,0.000684476374736286,"Gstm6/Gstm3/Gstm2/Gstm1/Gstp2/Gstp3",6
"BP","GO:0051122","hepoxilin biosynthetic process","6/1348","14/28928",0.428571428571429,9.19711742263671,6.7822000982697,2.20085480492129e-05,0.000845251369834106,0.000684476374736286,"Gstm6/Gstm3/Gstm2/Gstm1/Gstp2/Gstp3",6
"BP","GO:0042304","regulation of fatty acid biosynthetic process","11/1348","52/28928",0.211538461538462,4.53960283040402,5.6479026439369,2.23798036655316e-05,0.000853540845354859,0.000691189111746134,"Insig2/Lpgat1/Slc45a3/Trib3/Fabp5/Ubr4/Pdk4/Apoc3/Elovl5/Acadvl/Anxa1",11
"BP","GO:0046942","carboxylic acid transport","37/1348","381/28928",0.0971128608923885,2.08403623137612,4.70896606815244,2.26669526577415e-05,0.00085853037238839,0.000695229582424377,"Mpc2/Per2/Slc23a2/Slc43a1/Slc6a8/Fabp5/Fabp4/Slc10a5/Slc16a1/Slc16a4/Fabp2/Arhgef11/Nr0b2/Mfsd2a/Slc6a9/Abcb1a/Acacb/Fis1/Hnf1a/Fabp1/Slc6a6/Ucp2/Aqp8/Mif/Ces1d/Dpysl2/Rbp1/Slc36a1/Slc16a11/Map2k6/Slc1a4/Nherf1/Ntrk2/Abat/Atp5pf/Slc16a12/Anxa1",37
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","26/1348","227/28928",0.114537444933921,2.45796677080746,4.87541459528612,2.33606155362733e-05,0.000878743154282279,0.000711597697482008,"Ackr3/Erbb4/Marco/Abl1/Rasgrp1/Npnt/P2ry1/Ntrk1/Glipr2/Jun/Cd4/Nox4/Dennd2b/Cib1/Fgf21/Lrp1/Ccn2/Mif/Hand2/Inhba/Trem2/C3/Garem1/Pdgfrb/Acta2/Vegfb",26
"BP","GO:0006195","purine nucleotide catabolic process","21/1348","163/28928",0.128834355828221,2.76477763011778,4.99517969619947,2.43802436222185e-05,0.000910859169885877,0.000737604935938941,"Hdac4/Samhd1/Dhtkd1/Ogt/Gale/Urad/Prkag2/Nupr1/Ucp2/Aldoa/Ddit4/Pnp/Nudt18/Sik2/Nt5e/Hint1/Gck/Xdh/Pde9a/Jmjd8/Gda",21
"BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus","12/1348","62/28928",0.193548387096774,4.15353690054561,5.49540837489699,2.47919977353623e-05,0.000915545726276769,0.000741400063924436,"Hspb1/Cd63/Pik3cb/Ramp2/Ern1/Itgb1bp1/Robo1/Xdh/Smoc2/Pdgfrb/Anxa1/Vegfb",12
"BP","GO:0051345","positive regulation of hydrolase activity","36/1348","368/28928",0.0978260869565217,2.09934202038447,4.69220684988062,2.48812014315958e-05,0.000915545726276769,0.000741400063924436,"Rgs16/Bok/Prex1/Ralgapa2/Gsn/Rasgrp1/Npnt/Rhoc/Efna1/Tnfsf10/S100a10/Ntrk1/Asap3/Wnt4/Epha2/Cldn3/Epha1/Pdcd5/Bbc3/Bax/Rcn3/Psenen/Tbc1d30/Plxnb1/Apoa1/Rps27l/Gpld1/Gpihbp1/Robo1/Kalrn/Fam162a/Xdh/Plin5/Mbp/Dock8/Rab11fip2",36
"BP","GO:0048145","regulation of fibroblast proliferation","18/1348","127/28928",0.141732283464567,3.04156639173812,5.09754534381276,2.51557506650686e-05,0.000915545726276769,0.000741400063924436,"Fn1/Abl1/Ccna2/Jun/Brk1/Nupr1/Bax/Mif/Ifi30/Kmt2a/Anxa2/Ccnb1/Nlrc3/Cdkn1a/Pdgfrb/Smarca2/Fth1/Lzts2",18
"BP","GO:0009154","purine ribonucleotide catabolic process","20/1348","151/28928",0.132450331125828,2.84237624540649,5.01814901527358,2.51725063124166e-05,0.000915545726276769,0.000741400063924436,"Hdac4/Dhtkd1/Ogt/Gale/Urad/Prkag2/Nupr1/Ucp2/Aldoa/Ddit4/Pnp/Nudt18/Sik2/Nt5e/Hint1/Gck/Xdh/Pde9a/Jmjd8/Gda",20
"BP","GO:0009306","protein secretion","41/1348","443/28928",0.0925507900677201,1.98613446222478,4.62412324285033,2.60694952172699e-05,0.000941932024560832,0.000762767432776769,"Inhbb/Mpc2/Per2/Ptpmt1/Hcfc1/Anxa5/Slc16a1/Nr0b2/Svbp/Dynll1/Hnf1a/Itpr1/Bmal1/Pde3b/Ucp2/Rcn3/Lrp1/Bsg/Mtnr1a/Exph5/Acvr2b/Nr1d1/Cavin1/Rab34/Srcin1/Gck/Gpld1/Chrm3/Lyst/Gpr68/Pim3/Pick1/Sybu/Abat/Trem2/Uqcc2/Rab11fip2/A1cf/Tmem258/Vps13a/Anxa1",41
"BP","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","15/1348","94/28928",0.159574468085106,3.42445861481154,5.20506033301815,2.85600535268916e-05,0.00102517525470385,0.00083017699450373,"Psen2/Per2/Cops9/Abl1/Bex3/Ogt/Hdac8/Mad2l2/Svbp/Cdk5/Trim21/Ttc36/Vps28/Hspa1b/Ubxn1",15
"BP","GO:0034656","nucleobase-containing small molecule catabolic process","8/1348","28/28928",0.285714285714286,6.13141161509114,6.00573907805087,2.9336554619256e-05,0.00104621011668152,0.00084721082205302,"Upp2/Cda/Urad/Nudt1/Pnp/Ahcyl/Xdh/Gda",8
"BP","GO:0042278","purine nucleoside metabolic process","9/1348","36/28928",0.25,5.36498516320475,5.79354963604951,3.03255761827128e-05,0.00107176125049809,0.000867901882806458,"Urad/Nudt1/Gamt/Aprt/Pnp/Nt5e/Ahcyl/Xdh/Gda",9
"BP","GO:0035592","establishment of protein localization to extracellular region","41/1348","446/28928",0.0919282511210762,1.97277481337574,4.57713812933297,3.04433275815188e-05,0.00107176125049809,0.000867901882806458,"Inhbb/Mpc2/Per2/Ptpmt1/Hcfc1/Anxa5/Slc16a1/Nr0b2/Svbp/Dynll1/Hnf1a/Itpr1/Bmal1/Pde3b/Ucp2/Rcn3/Lrp1/Bsg/Mtnr1a/Exph5/Acvr2b/Nr1d1/Cavin1/Rab34/Srcin1/Gck/Gpld1/Chrm3/Lyst/Gpr68/Pim3/Pick1/Sybu/Abat/Trem2/Uqcc2/Rab11fip2/A1cf/Tmem258/Vps13a/Anxa1",41
"BP","GO:0006066","alcohol metabolic process","36/1348","372/28928",0.0967741935483871,2.07676845027281,4.62109203718976,3.12984167029284e-05,0.00109484652568461,0.000886596115118154,"Mogat1/Insig2/Apoa2/Dhrs9/Dpm1/Dpm2/Nsdhl/Adh7/P2ry1/Dpm3/Pmvk/Fdps/Ttc39b/Wnt4/Por/Hnf1a/Aqp8/Itpkc/Lrp1/Pcbd1/Mvd/Ces1d/Thtpa/Rbp1/Apoa1/Apoc3/Ip6k2/Cyp1a2/Acadvl/Akr1c19/Hmgcs1/Pcbd2/Rdh11/Pgp/Vldlr/Chka",36
"BP","GO:0170036","import into the mitochondrion","11/1348","54/28928",0.203703703703704,4.3714693922409,5.48229168110713,3.25611565836235e-05,0.00113180931618519,0.000916528224955425,"Psen2/Tomm40l/Dnlz/Romo1/Dnajc19/Tomm7/Itpr1/Ucp2/Smdt1/Pam16/Fxn",11
"BP","GO:0006778","porphyrin-containing compound metabolic process","10/1348","45/28928",0.222222222222222,4.76887570062644,5.59366475405258,3.34633994163369e-05,0.00114863118496576,0.000930150411408049,"Atp5if1/Slc6a9/Srrd/Hnf1a/Cyp2a5/Blvrb/Snx3/Alas1/Cyp1a2/Fxn",10
"BP","GO:0046320","regulation of fatty acid oxidation","10/1348","45/28928",0.222222222222222,4.76887570062644,5.59366475405258,3.34633994163369e-05,0.00114863118496576,0.000930150411408049,"Fmo2/Dbi/Mtln/Mfsd2a/Acacb/Fabp1/Pdk4/Gdf15/Acadvl/Plin5",10
"BP","GO:0009155","purine deoxyribonucleotide catabolic process","6/1348","15/28928",0.4,8.5839762611276,6.4952448813423,3.52320381340159e-05,0.00120182828218643,0.000973228905630711,"Samhd1/Urad/Pnp/Nudt18/Xdh/Gda",6
"BP","GO:0009119","ribonucleoside metabolic process","9/1348","37/28928",0.243243243243243,5.21998556419921,5.67845323103947,3.84233716983336e-05,0.00127802296060346,0.00103493061842098,"Upp2/Cda/Urad/Gamt/Aprt/Pnp/Nt5e/Ahcyl/Xdh",9
"BP","GO:0042593","glucose homeostasis","33/1348","332/28928",0.0993975903614458,2.13306639018984,4.59061919215233,3.88476770878588e-05,0.00127802296060346,0.00103493061842098,"Mpc2/Igfbp5/Cry2/Ptpmt1/Ogt/Hcfc1/Fabp5/Slc16a1/Ncor2/Dynll1/Hectd4/Hnf1a/Pdk4/Nox4/Pde3b/Ucp2/Csrp3/Gprc5b/Lrp1/Mustn1/Apoc3/Nr1d1/Ern1/Rab34/Gck/Gpld1/Ppp1r3g/Gpr68/Pim3/Sybu/Trem2/Aqp4/Rab11fip2",33
"BP","GO:0016226","iron-sulfur cluster assembly","8/1348","29/28928",0.275862068965517,5.91998362836386,5.86031232106279,3.88619509141986e-05,0.00127802296060346,0.00103493061842098,"Iscu/Hscb/Bola3/Ndufab1/Bola2/Ciao2b/Xdh/Fxn",8
"BP","GO:0031163","metallo-sulfur cluster assembly","8/1348","29/28928",0.275862068965517,5.91998362836386,5.86031232106279,3.88619509141986e-05,0.00127802296060346,0.00103493061842098,"Iscu/Hscb/Bola3/Ndufab1/Bola2/Ciao2b/Xdh/Fxn",8
"BP","GO:0046033","AMP metabolic process","8/1348","29/28928",0.275862068965517,5.91998362836386,5.86031232106279,3.88619509141986e-05,0.00127802296060346,0.00103493061842098,"Ak4/Nudt2/Urad/Ppat/Aprt/Pnp/Nt5e/Xdh",8
"BP","GO:1901658","glycosyl compound catabolic process","8/1348","29/28928",0.275862068965517,5.91998362836386,5.86031232106279,3.88619509141986e-05,0.00127802296060346,0.00103493061842098,"Upp2/Cda/Urad/Nudt1/Pnp/Ahcyl/Xdh/Gda",8
"BP","GO:0009636","response to toxic substance","26/1348","234/28928",0.111111111111111,2.38443785031322,4.70094704527707,3.94692784016448e-05,0.00129026950584425,0.00104484775217387,"Inhbb/Mgst3/Gstm5/Gstm6/Gstm3/Xpa/Txn1/Abcb1a/Sod3/Fabp1/Ppp1r9a/Nupr1/Aqp8/Bax/Gstt1/Cdk1/Gpx4/Ces1d/Gpx3/Txndc17/Ddc/Gpx6/Fbln5/Rdh11/Gfer/Mbp",26
"BP","GO:0009124","nucleoside monophosphate biosynthetic process","10/1348","46/28928",0.217391304347826,4.66520448974326,5.50000401942402,4.09839379931633e-05,0.00131001384216385,0.00106083652454139,"Dut/Uck1/Upp2/Nudt2/Cda/Ppat/Aprt/Pnp/Nme1/Tk1",10
"BP","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","10/1348","46/28928",0.217391304347826,4.66520448974326,5.50000401942402,4.09839379931633e-05,0.00131001384216385,0.00106083652454139,"Phlda3/Nupr1/Bbc3/Mif/Ddit4/Rps27l/Usp28/Rpl26/Snw1/Cdkn1a",10
"BP","GO:0030198","extracellular matrix organization","33/1348","333/28928",0.0990990990990991,2.12666078541449,4.57161614513101,4.12336389606623e-05,0.00131001384216385,0.00106083652454139,"Col3a1/Dpt/Fn1/Adamtsl2/Abl1/Cst3/Npnt/Postn/Mad2l2/Col27a1/Mmp23/Eln/Adamts9/Serpinh1/P4ha1/Ccn2/Carmil2/Large1/Loxl1/Crtap/Anxa2/Mfap4/Ramp2/Adamts2/Aebp1/Nid1/Fbln5/Chadl/Col14a1/Ccdc80/Smoc2/Efemp2/Kazald1",33
"BP","GO:0033500","carbohydrate homeostasis","33/1348","333/28928",0.0990990990990991,2.12666078541449,4.57161614513101,4.12336389606623e-05,0.00131001384216385,0.00106083652454139,"Mpc2/Igfbp5/Cry2/Ptpmt1/Ogt/Hcfc1/Fabp5/Slc16a1/Ncor2/Dynll1/Hectd4/Hnf1a/Pdk4/Nox4/Pde3b/Ucp2/Csrp3/Gprc5b/Lrp1/Mustn1/Apoc3/Nr1d1/Ern1/Rab34/Gck/Gpld1/Ppp1r3g/Gpr68/Pim3/Sybu/Trem2/Aqp4/Rab11fip2",33
"BP","GO:0071692","protein localization to extracellular region","41/1348","452/28928",0.0907079646017699,1.94658753709199,4.48425210247416,4.12659130907403e-05,0.00131001384216385,0.00106083652454139,"Inhbb/Mpc2/Per2/Ptpmt1/Hcfc1/Anxa5/Slc16a1/Nr0b2/Svbp/Dynll1/Hnf1a/Itpr1/Bmal1/Pde3b/Ucp2/Rcn3/Lrp1/Bsg/Mtnr1a/Exph5/Acvr2b/Nr1d1/Cavin1/Rab34/Srcin1/Gck/Gpld1/Chrm3/Lyst/Gpr68/Pim3/Pick1/Sybu/Abat/Trem2/Uqcc2/Rab11fip2/A1cf/Tmem258/Vps13a/Anxa1",41
"BP","GO:0046889","positive regulation of lipid biosynthetic process","17/1348","120/28928",0.141666666666667,3.04015825914936,4.95105145242841,4.20871740420325e-05,0.00132531216610488,0.00107322495913541,"Lpgat1/Erbb4/Dbi/Slc45a3/Ogt/Fdps/Wnt4/Mfsd2a/Por/Apoc3/Elovl5/Nr1d1/Zfp750/Gpld1/Plin5/Cyp17a1/Anxa1",17
"BP","GO:0046883","regulation of hormone secretion","34/1348","348/28928",0.0977011494252874,2.09666086837887,4.55019878088712,4.2359050087709e-05,0.00132531216610488,0.00107322495913541,"Inhbb/Mpc2/Per2/Cry2/Ptpmt1/Hcfc1/Anxa5/P2ry1/Slc16a1/Nr0b2/Chd7/Spp1/Dynll1/Hnf1a/Itpr1/Bmal1/Pde3b/Ucp2/Lrp1/Mtnr1a/Nr1d1/Igfbp3/Gck/Gpld1/Chrm3/Inhba/Gpr68/Pim3/Pick1/Sybu/Abat/Kalrn/Uqcc2/Anxa1",34
"BP","GO:0000028","ribosomal small subunit assembly","7/1348","22/28928",0.318181818181818,6.82816293498786,6.04572709032687,4.31957169943141e-05,0.00132531216610488,0.00107322495913541,"Rps5/Rps19/Rps15/Rps25/Rps27l/Rps28/Rps14",7
"BP","GO:0006144","purine nucleobase metabolic process","7/1348","22/28928",0.318181818181818,6.82816293498786,6.04572709032687,4.31957169943141e-05,0.00132531216610488,0.00107322495913541,"Urad/Ppat/Aprt/Pnp/Xdh/Ttr/Gda",7
"BP","GO:0009151","purine deoxyribonucleotide metabolic process","7/1348","22/28928",0.318181818181818,6.82816293498786,6.04572709032687,4.31957169943141e-05,0.00132531216610488,0.00107322495913541,"Samhd1/Urad/Pnp/Nudt18/Guk1/Xdh/Gda",7
"BP","GO:0009158","ribonucleoside monophosphate catabolic process","7/1348","22/28928",0.318181818181818,6.82816293498786,6.04572709032687,4.31957169943141e-05,0.00132531216610488,0.00107322495913541,"Upp2/Cda/Urad/Pnp/Nt5e/Xdh/Gda",7
"BP","GO:0045229","external encapsulating structure organization","33/1348","334/28928",0.0988023952095808,2.12029353755397,4.55267994891162,4.37518695928786e-05,0.00133491815446716,0.00108100379549656,"Col3a1/Dpt/Fn1/Adamtsl2/Abl1/Cst3/Npnt/Postn/Mad2l2/Col27a1/Mmp23/Eln/Adamts9/Serpinh1/P4ha1/Ccn2/Carmil2/Large1/Loxl1/Crtap/Anxa2/Mfap4/Ramp2/Adamts2/Aebp1/Nid1/Fbln5/Chadl/Col14a1/Ccdc80/Smoc2/Efemp2/Kazald1",33
"BP","GO:0051098","regulation of binding","34/1348","349/28928",0.0974212034383954,2.09065324411417,4.5318487586899,4.48759585657468e-05,0.00136165063228222,0.00110265149718104,"Psen2/Nek2/Per2/Hdac4/Grem2/Ppdpf/Abl1/Edf1/Trib3/S100a10/Mad2l2/Jun/Txn1/Stmn1/Cdk5/Blm/Bax/Trim21/Taf10/Lrp1/Pcbd1/Hand2/Large1/Styx/Ttc36/Anxa2/Ip6k2/Tns3/Nme1/Tert/Ripor2/Itgb1bp1/Hes1/Cdkn1a",34
"BP","GO:2000144","positive regulation of DNA-templated transcription initiation","13/1348","76/28928",0.171052631578947,3.67077932219272,5.15414168006315,4.55369123927573e-05,0.00137411386187375,0.00111274409982302,"Med12/Xpa/Jun/Hnf1a/Med21/Taf10/Med1/Med9/Ikzf1/Med11/Med10/Taf9/Mdc1",13
"BP","GO:0043062","extracellular structure organization","33/1348","335/28928",0.0985074626865672,2.11396430311351,4.53381013003007,4.64088512688638e-05,0.00139277273862623,0.00112785387754357,"Col3a1/Dpt/Fn1/Adamtsl2/Abl1/Cst3/Npnt/Postn/Mad2l2/Col27a1/Mmp23/Eln/Adamts9/Serpinh1/P4ha1/Ccn2/Carmil2/Large1/Loxl1/Crtap/Anxa2/Mfap4/Ramp2/Adamts2/Aebp1/Nid1/Fbln5/Chadl/Col14a1/Ccdc80/Smoc2/Efemp2/Kazald1",33
"BP","GO:0044772","mitotic cell cycle phase transition","41/1348","455/28928",0.0901098901098901,1.93375289399028,4.43833989464338,4.79022641435907e-05,0.00142977844932935,0.00115782074374525,"Hacd1/Fhl1/Ube2a/Ccna2/Ube2u/Lsm10/Abcb1a/Bcl7c/Wee1/Blm/Ube2s/Ccnd1/Cdkn1c/Taf10/Cdk1/Tjp3/Ube2e2/Atm/Rab11a/Rps27l/Arpp19/Ppp2r3d/Rpl26/Ccdc57/Mrnip/Tert/Cks2/Inhba/Ccnb1/Klf11/Rad51b/Acvr1b/Ccnf/Riok2/Cdkn1a/Rpl17/Cables1/Smarca2/Fbxl15/Anxa1/Cdk2ap2",41
"BP","GO:0042168","heme metabolic process","9/1348","38/28928",0.236842105263158,5.08261752303608,5.56744884897376,4.82762039199375e-05,0.00143315087528809,0.0011605517016315,"Atp5if1/Slc6a9/Srrd/Hnf1a/Cyp2a5/Blvrb/Snx3/Alas1/Fxn",9
"BP","GO:0009914","hormone transport","39/1348","425/28928",0.0917647058823529,1.96926514225868,4.45032047168733,4.89034104762626e-05,0.00144396521685825,0.00116930905071992,"Inhbb/Mpc2/Per2/Cry2/Ptpmt1/Hcfc1/Anxa5/P2ry1/Slc16a1/Nr0b2/Chd7/Spp1/Abcb1a/Dynll1/Hnf1a/Itpr1/Fzd4/Bmal1/Pde3b/Ucp2/Lrp1/Mtnr1a/Acvr2b/Nr1d1/Igfbp3/Gck/Slc17a4/Gpld1/Chrm3/Inhba/Gpr68/Pim3/Pick1/Sybu/Abat/Kalrn/Uqcc2/Rab11fip2/Anxa1",39
"BP","GO:2000142","regulation of DNA-templated transcription initiation","14/1348","88/28928",0.159090909090909,3.41408146749393,5.01412484465552,5.41101579007826e-05,0.00158177249925588,0.00128090405361982,"Med12/Xpa/Jun/Hnf1a/Med21/Taf10/Med1/Thra/Med9/Ikzf1/Med11/Med10/Taf9/Mdc1",14
"BP","GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","6/1348","16/28928",0.375,8.04747774480712,6.23381844701132,5.41466186926629e-05,0.00158177249925588,0.00128090405361982,"Dut/Upp2/Cda/Nt5m/Nme1/Tymp",6
"BP","GO:0031329","regulation of cellular catabolic process","39/1348","428/28928",0.0911214953271028,1.95546188191575,4.40263146460409,5.69687417203801e-05,0.00165540915094353,0.00134053430113398,"Bok/Rnf152/Dbi/Rufy4/Bmf/Mtln/Endog/Trib3/Ube2a/Atp5if1/Mfsd2a/Xpa/Ubr4/Acacb/Tomm7/Fabp1/Depp1/Nupr1/Plekhf1/Fgf21/Trim21/Bag3/Ddit3/Cisd1/Atm/Apoc3/Vps13c/Anxa2/Timp2/Gck/Gpld1/Tspan17/Nampt/Mapk15/Atg101/Trem2/Plin5/Adrb2/Gpr137",39
"BP","GO:0050803","regulation of synapse structure or activity","37/1348","398/28928",0.092964824120603,1.9950196084279,4.41897762401917,5.7571232832926e-05,0.00166411163536015,0.00134758148874854,"Psen2/Ngef/Lrp4/Abl1/Srpx2/Cdkl5/Ogt/Efna1/Ntrk1/Ptprd/Ephb2/Sigmar1/Cdk5/Ppp1r9a/Lrfn3/Lin7a/Abhd17a/Gpm6a/Lrtm1/Nedd8/Nectin1/Sparc/Srcin1/Ntrk2/Dbn1/Dock4/Rhob/Pick1/Sybu/Tuba1a/Chmp2b/Robo1/Kalrn/Trem2/Thbs2/Vldlr/Lrfn4",37
"BP","GO:0006140","regulation of nucleotide metabolic process","15/1348","100/28928",0.15,3.21899109792285,4.91414329497389,5.99611370096829e-05,0.0017062516293118,0.00138170604780971,"Hdac4/Ogt/Atp5if1/Cda/Prkag2/Fis1/Hnf1a/Nupr1/Ddit4/Sik2/Me1/Gck/Trem2/Antkmt/Jmjd8",15
"BP","GO:0006637","acyl-CoA metabolic process","15/1348","100/28928",0.15,3.21899109792285,4.91414329497389,5.99611370096829e-05,0.0017062516293118,0.00138170604780971,"Mpc2/Pmvk/Acnat2/Acacb/Pdk4/Mcee/Acsm5/Acsm3/Mvd/Ces1d/Elovl5/Elovl7/Hmgcs1/Acot2/Acot1",15
"BP","GO:0035383","thioester metabolic process","15/1348","100/28928",0.15,3.21899109792285,4.91414329497389,5.99611370096829e-05,0.0017062516293118,0.00138170604780971,"Mpc2/Pmvk/Acnat2/Acacb/Pdk4/Mcee/Acsm5/Acsm3/Mvd/Ces1d/Elovl5/Elovl7/Hmgcs1/Acot2/Acot1",15
"BP","GO:0072524","pyridine-containing compound metabolic process","23/1348","200/28928",0.115,2.46789317507418,4.60528239279772,6.3389400370906e-05,0.00179450817957224,0.00145317534762386,"Fmo2/Hdac4/Dhtkd1/Ogt/Gale/Acacb/Prkag2/Hnf1a/Rpia/Nupr1/Ucp2/Aldoa/Pdxk/Ddit4/Pgls/Pnp/Sik2/Me1/Gck/Afmid/Nampt/Jmjd8/Nmrk1",23
"BP","GO:0050708","regulation of protein secretion","33/1348","341/28928",0.0967741935483871,2.07676845027281,4.42195922590464,6.56629038958155e-05,0.00183761225042179,0.0014880806068218,"Inhbb/Mpc2/Per2/Ptpmt1/Hcfc1/Anxa5/Slc16a1/Nr0b2/Dynll1/Hnf1a/Itpr1/Bmal1/Pde3b/Ucp2/Lrp1/Bsg/Mtnr1a/Exph5/Nr1d1/Rab34/Srcin1/Gck/Gpld1/Chrm3/Gpr68/Pim3/Pick1/Sybu/Abat/Trem2/Uqcc2/A1cf/Anxa1",33
"BP","GO:0006505","GPI anchor metabolic process","8/1348","31/28928",0.258064516129032,5.53804920072748,5.58885936028758,6.57299780844184e-05,0.00183761225042179,0.0014880806068218,"Pgap1/Dpm1/Dpm2/Dpm3/Pigyl/Gpld1/Pigp/Pigx",8
"BP","GO:0015711","organic anion transport","42/1348","477/28928",0.0880503144654088,1.88955452288972,4.33094338758912,6.59158072347218e-05,0.00183761225042179,0.0014880806068218,"Mpc2/Per2/Slc23a2/Slc43a1/Slc6a8/Fabp5/Fabp4/Slc10a5/Slc16a1/Slc16a4/Fabp2/Arhgef11/Nr0b2/Mfsd2a/Slc6a9/Abcb1a/Acacb/Fis1/Hnf1a/Fabp1/Slc6a6/Ucp2/Aqp8/Mif/Ces1d/Dpysl2/Rbp1/Slc36a1/Slc16a11/Map2k6/Slc1a4/Nherf1/Slc17a4/Ntrk2/Slc25a47/Abat/Atp5pf/Slc16a12/Slc22a27/Slc22a29/Slc22a30/Anxa1",42
"BP","GO:0060260","regulation of transcription initiation by RNA polymerase II","13/1348","79/28928",0.164556962025316,3.53138263907148,4.98087306424674,6.914366003817e-05,0.00191786354004864,0.00155306732408968,"Med12/Xpa/Hnf1a/Med21/Taf10/Med1/Thra/Med9/Ikzf1/Med11/Med10/Taf9/Mdc1",13
"BP","GO:0071897","DNA biosynthetic process","21/1348","175/28928",0.12,2.57519287833828,4.62073108897967,7.02366208200768e-05,0.00193813541079538,0.00156948328872819,"Nek2/Rev1/Ccna2/Mad2l2/Faap20/Nox4/Ccn2/Primpol/Atm/Ten1/Tk1/Tert/Mapk15/Chrac1/Pam16/Smoc2/Cdkn1a/Gfer/Pdgfrb/Poli/Pold4",21
"BP","GO:0045859","regulation of protein kinase activity","43/1348","494/28928",0.0870445344129555,1.86797054265428,4.30178790495434,7.05803135759425e-05,0.00193813541079538,0.00156948328872819,"Psen2/Zgpat/Abl1/Rasgrp1/Trib3/Tspyl2/Fabp4/Efna1/Ephb2/Cdk5/Prkag2/Hspb1/Mmd2/Epha1/Cd4/Nox4/Fzd4/Cib1/Blm/Ccnd1/Gprc5b/Cdkn1c/Akt1s1/Mif/Adarb1/Gadd45b/Higd1a/Ip6k2/Ern1/Map2k6/Nherf1/Mrnip/Unc119/Srcin1/Itgb1bp1/Robo1/Cdkn1a/Pdgfrb/Adrb2/Spry4/Vldlr/Gstp2/Gstp3",43
"BP","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","12/1348","69/28928",0.173913043478261,3.73216359179461,5.02331160410609,7.49098282475273e-05,0.00204678993400706,0.00165747066952502,"Med12/Xpa/Hnf1a/Med21/Taf10/Med1/Med9/Ikzf1/Med11/Med10/Taf9/Mdc1",12
"BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","11/1348","59/28928",0.186440677966102,4.00100588442388,5.10124868157035,7.69124310081206e-05,0.0020911043123594,0.00169335602401933,"Abl1/Prex1/Postn/S100a10/Cib1/Dock5/Apoa1/C1qbp/Dbn1/Itgb1bp1/Spry4",11
"BP","GO:0007006","mitochondrial membrane organization","16/1348","114/28928",0.140350877192982,3.01192149513249,4.75840270073979,7.85097146333382e-05,0.00212401651609012,0.00172000800791213,"Bok/Romo1/Timm10/Atp5if1/Micos10/Chchd6/Pdcd5/Bax/Chchd10/Timm13/Ndufa13/Ppif/Siva1/Alkbh7/Fxn/Uqcc3",16
"BP","GO:0044571","[2Fe-2S] cluster assembly","5/1348","11/28928",0.454545454545455,9.75451847855409,6.42024352915113,7.95956472736132e-05,0.00214283968052296,0.00173525082420545,"Iscu/Hscb/Ndufab1/Bola2/Fxn",5
