"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006119","oxidative phosphorylation","65/1348","154/28928",0.422077922077922,9.05776715865737,22.1653435702794,2.61907388408872e-45,1.43839537714153e-41,1.16479864844999e-41,"Ndufb3/Cox5b/Atp5f1e/Ndufa8/Cox7b/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Uqcrh/Atp5mf/Atp5me/Chchd2/Cox6a1/Iscu/Ndufa5/Nupr1/Ndufa3/Ndufab1/Cox7a1/Cox6b1/Chchd10/Ndufs7/Uqcr11/Ndufa12/Cdk1/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Ppif/Cox7a2/Cox5a/Apoc3/Uqcrq/Atp5pd/Uqcr10/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Ccnb1/Ndufb1/Ndufa6/Ndufb9/Cox6c/Ndufb4/Atp5pf/Atp5po/Uqcc2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Fxn/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",65
"BP","GO:0009060","aerobic respiration","66/1348","206/28928",0.320388349514563,6.87551496643715,18.7099109764722,3.98628265978579e-37,1.09463321837718e-33,8.8642338092605e-34,"Ndufb3/Cox5b/Atp5f1e/Ndufa8/Cox7b/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Uqcrh/Atp5mf/Atp5me/Chchd2/Cox6a1/Iscu/Ndufa5/Nupr1/Ndufa3/Ndufab1/Cox7a1/Cox6b1/Chchd10/Ndufs7/Uqcr11/Ndufa12/Cdk1/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Ppif/Cox7a2/Cox5a/Apoc3/Uqcrq/Atp5pd/Uqcr10/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Mrps36/Ccnb1/Ndufb1/Ndufa6/Ndufb9/Cox6c/Ndufb4/Atp5pf/Atp5po/Uqcc2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Fxn/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",66
"BP","GO:0045333","cellular respiration","72/1348","271/28928",0.265682656826568,5.70153404798143,17.1912866605673,2.15153253337619e-34,3.93873889110067e-31,3.18955261526821e-31,"Coq10b/Ndufb3/Cox5b/Opn3/Atp5f1e/Ndufa8/Mtln/Cox7b/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Uqcrh/Atp5mf/Atp5me/Chchd2/Cox6a1/Iscu/Ndufa5/Nupr1/Ndufa3/Ndufab1/Bax/Cox7a1/Cox6b1/Cisd1/Chchd10/Ndufs7/Uqcr11/Ndufa12/Cdk1/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Ppif/Cox7a2/Cox5a/Apoc3/Cyp1a2/Uqcrq/Atp5pd/Uqcr10/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Mrps36/Ccnb1/Ndufb1/Ndufa6/Ndufb9/Cox6c/Ndufb4/Atp5pf/Atp5po/Uqcc2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Fxn/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",72
"BP","GO:0015986","proton motive force-driven ATP synthesis","40/1348","73/28928",0.547945205479452,11.7588715905857,20.3477844258776,4.41790579266516e-34,5.71220224595016e-31,4.62568606760828e-31,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Atp5mf/Atp5me/Ndufa5/Ndufa3/Ndufab1/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Atp5mg/Atp5pd/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/ATP6/ND4",40
"BP","GO:0006754","ATP biosynthetic process","46/1348","102/28928",0.450980392156863,9.67801245127131,19.4100956991316,5.20047546062469e-34,5.71220224595016e-31,4.62568606760828e-31,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Atp5mg/Cox11/Atp5pd/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",46
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","49/1348","119/28928",0.411764705882353,8.83644615116076,18.9377358916488,7.88541987830369e-34,7.21778766194065e-31,5.84489455891809e-31,"Ndufb3/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Atp5mg/Cox11/Atp5pd/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",49
"BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","48/1348","114/28928",0.421052631578947,9.03576448539747,19.0054152323206,1.03143709922216e-33,8.09236078418301e-31,6.55311540483253e-31,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Atp5mg/Cox11/Atp5pd/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",48
"BP","GO:0009142","nucleoside triphosphate biosynthetic process","50/1348","126/28928",0.396825396825397,8.51584946540436,18.6918176496879,1.46441288305767e-33,1.00531944421909e-30,8.14097951436663e-31,"Ndufb3/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Atp5mg/Cox11/Atp5pd/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",50
"BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","48/1348","115/28928",0.417391304347826,8.95719262030706,18.9022744561882,1.69224268629452e-33,1.03264409256994e-30,8.36225187087056e-31,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Atp5mg/Cox11/Atp5pd/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",48
"BP","GO:0009260","ribonucleotide biosynthetic process","57/1348","177/28928",0.322033898305085,6.91082834582306,17.4384554493392,2.32310010364252e-32,1.27584657692047e-29,1.03316820398838e-29,"Ndufb3/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Upp2/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Cda/Atp5mf/Atp5me/Hnf1a/Ppat/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",57
"BP","GO:0009152","purine ribonucleotide biosynthetic process","54/1348","162/28928",0.333333333333333,7.15331355093966,17.3630624762574,1.37418369476644e-31,6.86092441059755e-29,5.55591015348155e-29,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ppat/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",54
"BP","GO:0046390","ribose phosphate biosynthetic process","57/1348","185/28928",0.308108108108108,6.61198171465234,16.9291665274719,3.3077069070601e-31,1.51382719446451e-28,1.22588260371306e-28,"Ndufb3/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Upp2/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Cda/Atp5mf/Atp5me/Hnf1a/Ppat/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",57
"BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","36/1348","67/28928",0.537313432835821,11.5307143806192,19.0782730733366,2.15811195234899e-30,9.11719295561587e-28,7.38301457382548e-28,"Ndufb3/Atp5f1e/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Ndufs5/Ndufb6/Atp5mf/Atp5me/Ndufa5/Ndufa3/Ndufab1/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Atp5pd/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Ndufb4/Atp5pf/Atp5po/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Ndufs8/ATP6/ND4",36
"BP","GO:0015980","energy derivation by oxidation of organic compounds","79/1348","380/28928",0.207894736842105,4.461408714665,15.0160722763017,1.16240283824836e-29,4.55994027690001e-27,3.69259548240551e-27,"Coq10b/Ndufb3/Per2/Cox5b/Opn3/Atp5f1e/Ndufa8/Pygb/Mtln/Cox7b/Ndufa1/Ndufb11/Ndufb5/Gyg1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Uqcrh/Atp5mf/Atp5me/Prkag2/Chchd2/Cox6a1/Iscu/Ndufa5/Nupr1/Ndufa3/Ndufab1/Bax/Cox7a1/Cox6b1/Cisd1/Chchd10/Ndufs7/Uqcr11/Ndufa12/Cdk1/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Ppif/Cox7a2/Cox5a/Apoc3/Cyp1a2/Nr1d1/Uqcrq/Atp5pd/Gck/Uqcr10/Ndufs6/Uqcrfs1/Ppp1r3g/Cox7c/Uqcrb/Mrps36/Ccnb1/Ndufb1/Ndufa6/Ndufb9/Cox6c/Ndufb4/Atp5pf/Atp5po/Uqcc2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Fxn/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",79
"BP","GO:0006164","purine nucleotide biosynthetic process","57/1348","198/28928",0.287878787878788,6.17786170308425,16.1627308788314,1.7981453084248e-29,6.21819501872109e-27,5.03543411547833e-27,"Ndufb3/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Hnf1a/Ppat/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Afmid/Ndufs6/Nampt/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Nmrk1/Ndufs8/Uqcc3/ATP6/ND4",57
"BP","GO:0072522","purine-containing compound biosynthetic process","64/1348","252/28928",0.253968253968254,5.45014365785879,15.6860837143422,1.81156446284664e-29,6.21819501872109e-27,5.03543411547833e-27,"Ndufb3/Mpc2/Atp5f1e/Atp5mc3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Spp1/Atp5mf/Atp5me/Acacb/Hnf1a/Ppat/Ndufa5/Pdk4/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Nt5e/Elovl5/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Afmid/Ndufs6/Elovl7/Nampt/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Nmrk1/Ndufs8/Uqcc3/ATP6/ND4",64
"BP","GO:0009259","ribonucleotide metabolic process","79/1348","383/28928",0.206266318537859,4.42646295449791,14.9238170719093,2.03656932013251e-29,6.57931688598102e-27,5.3278671068482e-27,"Ndufb3/Hdac4/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Upp2/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Gale/Ak4/Epha2/Ndufs5/Ndufb6/Nudt2/Cda/Atp5mf/Atp5me/Urad/Prkag2/Fis1/Hnf1a/Ppat/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Nudt18/Sik2/Clpx/Nt5e/Atp5mg/Hint1/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Xdh/Pde9a/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Gda/Ndufs8/Uqcc3/ATP6/ND4",79
"BP","GO:0002181","cytoplasmic translation","53/1348","171/28928",0.309941520467836,6.65132663508425,16.3861221816891,3.00227708789349e-29,9.16028098150612e-27,7.41790683997074e-27,"Rpl31/Rpl37a/Rpl35/Rps21/Rpl39/Rpl36a/Rpl34/Rps8/Rps20/Rpl9/Rpl21/Rpl32/Rpl27a/Eif3k/Rpl28/Rps17/Cpeb1/Rps15a/Rplp2/Rpl18/Rps11/Rps5/Rps16/Rps19/Rpl6l/Rpl41/Rps26/Rps15/Rps12/Uba52/Rpl18a/Rpl13/Rpl15/Rps25/Rplp1/Rpl29/Rpl19/Rpl27/Rpl26/Rpl38/Rpl23a/Rps23/Rpl37/Rpl30/Rpl35a/Rps18/Rps2/Rps28/Rpl36/Rpl10a/Rpl17/Rps14/Rpl9-ps6",53
"BP","GO:0009150","purine ribonucleotide metabolic process","76/1348","362/28928",0.209944751381215,4.50540190501172,14.837710752469,7.20694295617159e-29,2.08318582712076e-26,1.68694371134764e-26,"Ndufb3/Hdac4/Atp5f1e/Atp5mc3/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Gale/Ak4/Epha2/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Urad/Prkag2/Fis1/Hnf1a/Ppat/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Nudt18/Sik2/Clpx/Nt5e/Atp5mg/Hint1/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Xdh/Pde9a/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Gda/Ndufs8/Uqcc3/ATP6/ND4",76
"BP","GO:0140236","translation at presynapse","30/1348","47/28928",0.638297872340426,13.6978344592462,19.2606965742798,1.05002614286139e-28,2.76267398625756e-26,2.23718664314375e-26,"Rpl37a/Rpl35/Rpl36a/Rpl34/Rpl9/Rpl32/Rpl27a/Rpl28/Rps15a/Rplp2/Rps11/Rps5/Rps16/Rps26/Rps12/Uba52/Rpl13/Rpl15/Rpl29/Rpl27/Rpl26/Rpl38/Rpl23a/Rpl37/Rpl35a/Rps28/Rpl36/Rpl10a/Rpl17/Rps14",30
"BP","GO:0019693","ribose phosphate metabolic process","79/1348","392/28928",0.201530612244898,4.32483497850179,14.6526472059886,1.05637570486906e-28,2.76267398625756e-26,2.23718664314375e-26,"Ndufb3/Hdac4/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Upp2/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Gale/Ak4/Epha2/Ndufs5/Ndufb6/Nudt2/Cda/Atp5mf/Atp5me/Urad/Prkag2/Fis1/Hnf1a/Ppat/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Nudt18/Sik2/Clpx/Nt5e/Atp5mg/Hint1/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Xdh/Pde9a/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Gda/Ndufs8/Uqcc3/ATP6/ND4",79
"BP","GO:0009141","nucleoside triphosphate metabolic process","68/1348","294/28928",0.231292517006803,4.96352368840711,15.1012753375181,1.36354079774875e-28,3.40389366419825e-26,2.75644012942032e-26,"Ndufb3/Hdac4/Atp5f1e/Samhd1/Atp5mc3/Dut/Uck1/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Gale/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Prkag2/Fis1/Hnf1a/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Sik2/Clpx/Nt5e/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",68
"BP","GO:0009144","purine nucleoside triphosphate metabolic process","66/1348","278/28928",0.237410071942446,5.09480605426638,15.16676419078,1.71168844844285e-28,3.78892239731257e-26,3.06823266926929e-26,"Ndufb3/Hdac4/Atp5f1e/Samhd1/Atp5mc3/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Gale/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Prkag2/Fis1/Hnf1a/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Sik2/Clpx/Nt5e/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",66
"BP","GO:0046034","ATP metabolic process","62/1348","245/28928",0.253061224489796,5.43067885908072,15.3971571250267,1.71676332660698e-28,3.78892239731257e-26,3.06823266926929e-26,"Ndufb3/Hdac4/Atp5f1e/Atp5mc3/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Gale/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Prkag2/Fis1/Hnf1a/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Sik2/Clpx/Nt5e/Atp5mg/Cox11/Atp5pd/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",62
"BP","GO:0009165","nucleotide biosynthetic process","61/1348","237/28928",0.257383966244726,5.52344464059898,15.4585986894457,1.72474617503303e-28,3.78892239731257e-26,3.06823266926929e-26,"Ndufb3/Atp5f1e/Atp5mc3/Dut/Uck1/Ndufa8/Upp2/Ndufa1/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Ak4/Ndufs5/Ndufb6/Nudt2/Cda/Atp5mf/Atp5me/Hnf1a/Ppat/Ndufa5/Ndufa3/Ndufab1/Aldoa/Ndufs7/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Aprt/Pnp/Atp5mg/Cox11/Atp5pd/Guk1/Nme1/Atp5mc1/Afmid/Ndufs6/Nampt/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Ndufv3/Antkmt/Ndufa7/Ndufa11/Ndufa2/Nmrk1/Ndufs8/Uqcc3/ATP6/ND4",61
"BP","GO:0140241","translation at synapse","30/1348","48/28928",0.625,13.4124629080119,19.0274023120884,2.67651487836946e-28,5.44422952296484e-26,4.40868435131032e-26,"Rpl37a/Rpl35/Rpl36a/Rpl34/Rpl9/Rpl32/Rpl27a/Rpl28/Rps15a/Rplp2/Rps11/Rps5/Rps16/Rps26/Rps12/Uba52/Rpl13/Rpl15/Rpl29/Rpl27/Rpl26/Rpl38/Rpl23a/Rpl37/Rpl35a/Rps28/Rpl36/Rpl10a/Rpl17/Rps14",30
"BP","GO:0140242","translation at postsynapse","30/1348","48/28928",0.625,13.4124629080119,19.0274023120884,2.67651487836946e-28,5.44422952296484e-26,4.40868435131032e-26,"Rpl37a/Rpl35/Rpl36a/Rpl34/Rpl9/Rpl32/Rpl27a/Rpl28/Rps15a/Rplp2/Rps11/Rps5/Rps16/Rps26/Rps12/Uba52/Rpl13/Rpl15/Rpl29/Rpl27/Rpl26/Rpl38/Rpl23a/Rpl37/Rpl35a/Rps28/Rpl36/Rpl10a/Rpl17/Rps14",30
"BP","GO:0006163","purine nucleotide metabolic process","85/1348","456/28928",0.18640350877193,4.00020823572284,14.276585338974,2.84966673637742e-28,5.58941775578029e-26,4.52625637638896e-26,"Ndufb3/Fmo2/Hdac4/Atp5f1e/Samhd1/Atp5mc3/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Gucy1a1/Ndufc1/Atp5if1/Gale/Ak4/Epha2/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Urad/Acacb/Prkag2/Fis1/Hnf1a/Ppat/Rpia/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pgls/Aprt/Pnp/Nudt18/Sik2/Clpx/Nt5e/Atp5mg/Me1/Hint1/Cox11/Atp5pd/Guk1/Nme1/Gck/Atp5mc1/Afmid/Ndufs6/Nampt/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Adcy9/Atp5pf/Atp5po/Trem2/Xdh/Pde9a/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Nmrk1/Gda/Ndufs8/Uqcc3/ATP6/ND4",85
"BP","GO:0009199","ribonucleoside triphosphate metabolic process","65/1348","277/28928",0.234657039711191,5.03572614596836,14.9207685485264,9.09977734092959e-28,1.72330955711674e-25,1.3955193925745e-25,"Ndufb3/Hdac4/Atp5f1e/Atp5mc3/Uck1/Ndufa8/Dhtkd1/Ndufa1/Ogt/Ndufb11/Ndufb5/Ndufc1/Atp5if1/Gale/Ak4/Ndufs5/Ndufb6/Nudt2/Atp5mf/Atp5me/Prkag2/Fis1/Hnf1a/Ndufa5/Nupr1/Ndufa3/Ucp2/Ndufab1/Aldoa/Ndufs7/Ddit4/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Pnp/Sik2/Clpx/Nt5e/Atp5mg/Cox11/Atp5pd/Nme1/Gck/Atp5mc1/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Trem2/Ndufv3/Hspa1b/Antkmt/Jmjd8/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/ATP6/ND4",65
