#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700029P11Rik	Cox5a	10090.ENSMUSP00000074190	10090.ENSMUSP00000000090	0	0	0	0	0.691	0.607	0	0.065	0.876
1700029P11Rik	Ndufa11	10090.ENSMUSP00000074190	10090.ENSMUSP00000002452	0	0	0	0	0.539	0.784	0.720	0	0.969
1700029P11Rik	Ndufa2	10090.ENSMUSP00000074190	10090.ENSMUSP00000014438	0	0	0	0	0.748	0.784	0.720	0.090	0.984
1700029P11Rik	Ndufa1	10090.ENSMUSP00000074190	10090.ENSMUSP00000016571	0	0	0	0	0.169	0.548	0.720	0.066	0.888
1700029P11Rik	Uqcr11	10090.ENSMUSP00000074190	10090.ENSMUSP00000020372	0	0	0	0	0.541	0.607	0	0	0.811
1700029P11Rik	Uqcrb	10090.ENSMUSP00000074190	10090.ENSMUSP00000021993	0	0	0	0	0.337	0.643	0	0.065	0.759
1700029P11Rik	Ndufs6	10090.ENSMUSP00000074190	10090.ENSMUSP00000022097	0	0	0	0	0.583	0.559	0.720	0.140	0.949
1700029P11Rik	Ndufb9	10090.ENSMUSP00000074190	10090.ENSMUSP00000022980	0	0	0	0	0.814	0.744	0.720	0	0.985
1700029P11Rik	Ndufa6	10090.ENSMUSP00000074190	10090.ENSMUSP00000023085	0	0	0	0	0.320	0.784	0.720	0.137	0.959
1700029P11Rik	Ndufb4	10090.ENSMUSP00000074190	10090.ENSMUSP00000023514	0	0	0	0	0.631	0.555	0.720	0.053	0.950
1700029P11Rik	Ndufa5	10090.ENSMUSP00000074190	10090.ENSMUSP00000023851	0	0	0	0	0.457	0.598	0.720	0.177	0.942
1700029P11Rik	Ndufb3	10090.ENSMUSP00000074190	10090.ENSMUSP00000027193	0	0	0	0	0.198	0.631	0.720	0	0.909
1700029P11Rik	Ndufc2	10090.ENSMUSP00000074190	10090.ENSMUSP00000032882	0	0	0	0	0.758	0.664	0.720	0.159	0.978
1700029P11Rik	Ndufab1	10090.ENSMUSP00000074190	10090.ENSMUSP00000033157	0	0	0	0	0.496	0.638	0.720	0.126	0.949
1700029P11Rik	Cox7b	10090.ENSMUSP00000074190	10090.ENSMUSP00000033582	0	0	0	0	0.084	0.586	0	0.055	0.610
1700029P11Rik	Ndufb7	10090.ENSMUSP00000074190	10090.ENSMUSP00000037341	0	0	0	0	0.815	0.656	0.720	0.211	0.984
1700029P11Rik	Ndufc1	10090.ENSMUSP00000074190	10090.ENSMUSP00000038463	0	0	0	0	0.060	0.139	0.720	0	0.753
1700029P11Rik	Ndufa7	10090.ENSMUSP00000074190	10090.ENSMUSP00000039692	0	0	0	0	0.537	0.564	0.720	0.060	0.939
1700029P11Rik	Uqcrfs1	10090.ENSMUSP00000074190	10090.ENSMUSP00000045284	0	0	0	0	0.270	0.657	0	0.059	0.743
1700029P11Rik	Cox6a1	10090.ENSMUSP00000074190	10090.ENSMUSP00000047661	0	0	0	0	0.288	0.499	0	0	0.628
1700029P11Rik	Ndufv3	10090.ENSMUSP00000074190	10090.ENSMUSP00000049000	0	0	0	0	0.058	0.633	0.720	0.149	0.906
1700029P11Rik	Atp5k	10090.ENSMUSP00000074190	10090.ENSMUSP00000051222	0	0	0	0	0.638	0	0	0	0.638
1700029P11Rik	Uqcrq	10090.ENSMUSP00000074190	10090.ENSMUSP00000053145	0	0	0	0	0.579	0.657	0	0.128	0.863
1700029P11Rik	Uqcr10	10090.ENSMUSP00000074190	10090.ENSMUSP00000054856	0	0	0	0	0.391	0.657	0	0	0.782
1700029P11Rik	Cox7b2	10090.ENSMUSP00000074190	10090.ENSMUSP00000060890	0	0	0	0	0.114	0.495	0	0.053	0.539
1700029P11Rik	Ndufa8	10090.ENSMUSP00000074190	10090.ENSMUSP00000065352	0	0	0	0	0.709	0.414	0.720	0.068	0.949
1700029P11Rik	Cox7a1	10090.ENSMUSP00000074190	10090.ENSMUSP00000096193	0	0	0	0	0	0.607	0	0	0.607
1700029P11Rik	Cox6b1	10090.ENSMUSP00000074190	10090.ENSMUSP00000075150	0	0	0	0	0.206	0.499	0	0.102	0.611
1700029P11Rik	Cox6b2	10090.ENSMUSP00000074190	10090.ENSMUSP00000138709	0	0	0	0	0.222	0.499	0	0.102	0.619
1700029P11Rik	Cox6c	10090.ENSMUSP00000074190	10090.ENSMUSP00000123609	0	0	0	0	0.382	0.416	0	0.101	0.647
1700029P11Rik	Uqcrh	10090.ENSMUSP00000074190	10090.ENSMUSP00000077744	0	0	0	0	0.127	0.653	0	0.047	0.686
1700029P11Rik	Ndufb11	10090.ENSMUSP00000074190	10090.ENSMUSP00000112320	0	0	0.059	0.963	0	0	0.720	0	0.725
1700029P11Rik	Cox7c	10090.ENSMUSP00000074190	10090.ENSMUSP00000115419	0	0	0	0	0.262	0.607	0	0.137	0.727
1700029P11Rik	Ndufb2	10090.ENSMUSP00000074190	10090.ENSMUSP00000118918	0	0	0	0	0	0.095	0.720	0	0.735
1700029P11Rik	Ndufa4	10090.ENSMUSP00000074190	10090.ENSMUSP00000144932	0	0	0	0	0.101	0.066	0.720	0	0.744
1700029P11Rik	Atp5h	10090.ENSMUSP00000074190	10090.ENSMUSP00000102147	0	0	0	0	0.764	0	0	0	0.764
1700029P11Rik	Cox5b	10090.ENSMUSP00000074190	10090.ENSMUSP00000141554	0	0	0	0	0.582	0.506	0	0.057	0.788
1700029P11Rik	Atp5d	10090.ENSMUSP00000074190	10090.ENSMUSP00000101006	0	0	0	0	0.774	0	0	0.102	0.788
1700029P11Rik	Cox4i1	10090.ENSMUSP00000074190	10090.ENSMUSP00000138019	0	0	0	0	0.445	0.636	0	0.076	0.797
1700029P11Rik	Ndufb1-ps	10090.ENSMUSP00000074190	10090.ENSMUSP00000159138	0	0	0	0	0.104	0.558	0.720	0.135	0.891
1700029P11Rik	mt-Nd4	10090.ENSMUSP00000074190	10090.ENSMUSP00000081000	0	0	0	0	0	0.659	0.720	0.120	0.908
1700029P11Rik	Ndufa3	10090.ENSMUSP00000074190	10090.ENSMUSP00000075953	0	0	0	0	0.267	0.625	0.720	0.088	0.920
1700029P11Rik	Ndufa13	10090.ENSMUSP00000074190	10090.ENSMUSP00000105796	0	0	0	0	0.665	0.415	0.720	0.101	0.944
1700029P11Rik	Ndufb5	10090.ENSMUSP00000074190	10090.ENSMUSP00000114963	0	0	0	0	0.581	0.666	0.720	0.102	0.960
1700029P11Rik	Ndufs8	10090.ENSMUSP00000074190	10090.ENSMUSP00000158541	0	0	0	0	0.746	0.698	0.720	0.045	0.976
1700029P11Rik	Ndufa12	10090.ENSMUSP00000074190	10090.ENSMUSP00000136313	0	0	0	0	0.633	0.784	0.720	0.120	0.977
1700029P11Rik	Ndufs5	10090.ENSMUSP00000074190	10090.ENSMUSP00000101813	0	0	0	0	0.629	0.784	0.720	0.101	0.977
1700029P11Rik	Ndufs7	10090.ENSMUSP00000074190	10090.ENSMUSP00000101003	0	0	0	0	0.814	0.627	0.720	0.081	0.979
1700029P11Rik	Ndufb6	10090.ENSMUSP00000074190	10090.ENSMUSP00000092746	0	0	0	0	0.736	0.757	0.720	0	0.980
Atp5d	Cox5a	10090.ENSMUSP00000101006	10090.ENSMUSP00000000090	0	0	0	0	0.934	0.282	0	0.723	0.985
Atp5d	Ndufa11	10090.ENSMUSP00000101006	10090.ENSMUSP00000002452	0	0	0	0	0.708	0	0	0.353	0.803
Atp5d	Atp6v1f	10090.ENSMUSP00000101006	10090.ENSMUSP00000004396	0	0	0	0	0.245	0	0.720	0.605	0.909
Atp5d	Ndufa2	10090.ENSMUSP00000101006	10090.ENSMUSP00000014438	0	0	0	0	0.412	0	0	0.484	0.684
Atp5d	Atp5e	10090.ENSMUSP00000101006	10090.ENSMUSP00000016396	0	0	0	0	0.355	0.983	0.900	0.870	0.999
Atp5d	Ndufa1	10090.ENSMUSP00000101006	10090.ENSMUSP00000016571	0	0	0	0	0.299	0	0	0.431	0.584
Atp5d	Uqcr11	10090.ENSMUSP00000101006	10090.ENSMUSP00000020372	0	0	0	0	0.786	0	0	0.565	0.903
Atp5d	Cox11	10090.ENSMUSP00000101006	10090.ENSMUSP00000020851	0	0	0	0	0.096	0	0	0.539	0.566
Atp5d	Uqcrb	10090.ENSMUSP00000101006	10090.ENSMUSP00000021993	0	0	0	0	0.849	0	0	0.519	0.924
Atp5d	Ndufs6	10090.ENSMUSP00000101006	10090.ENSMUSP00000022097	0	0	0	0	0.851	0.077	0	0.453	0.918
Atp5d	Ndufb9	10090.ENSMUSP00000101006	10090.ENSMUSP00000022980	0	0	0	0	0.870	0.077	0	0.489	0.933
Atp5d	Ndufa6	10090.ENSMUSP00000101006	10090.ENSMUSP00000023085	0	0	0	0	0.494	0	0	0.309	0.636
Atp5d	Ndufb4	10090.ENSMUSP00000101006	10090.ENSMUSP00000023514	0	0	0	0	0.485	0.076	0	0.439	0.710
Atp5d	Atp5j	10090.ENSMUSP00000101006	10090.ENSMUSP00000023608	0	0	0	0	0.537	0.982	0.720	0.745	0.999
Atp5d	Atp5o	10090.ENSMUSP00000101006	10090.ENSMUSP00000023677	0.223	0	0	0	0.951	0.983	0.900	0.847	0.999
Atp5d	Ndufa5	10090.ENSMUSP00000101006	10090.ENSMUSP00000023851	0	0	0	0	0.532	0.306	0	0.461	0.810
Atp5d	Ndufb3	10090.ENSMUSP00000101006	10090.ENSMUSP00000027193	0	0	0	0	0.378	0	0	0.176	0.465
Atp5d	Ppa2	10090.ENSMUSP00000101006	10090.ENSMUSP00000029644	0	0	0	0	0.255	0	0.650	0.079	0.739
Atp5d	Ndufc2	10090.ENSMUSP00000101006	10090.ENSMUSP00000032882	0	0	0	0	0.680	0.076	0	0.377	0.800
Atp5d	Ndufab1	10090.ENSMUSP00000101006	10090.ENSMUSP00000033157	0.062	0	0	0	0.804	0	0	0.590	0.918
Atp5d	Cox7b	10090.ENSMUSP00000101006	10090.ENSMUSP00000033582	0	0	0	0	0.242	0	0	0.275	0.427
Atp5d	Cox7a2	10090.ENSMUSP00000101006	10090.ENSMUSP00000034881	0	0	0	0	0.345	0	0	0.347	0.554
Atp5d	Ndufb7	10090.ENSMUSP00000101006	10090.ENSMUSP00000037341	0	0	0	0	0.948	0.326	0	0.510	0.981
Atp5d	Ndufc1	10090.ENSMUSP00000101006	10090.ENSMUSP00000038463	0	0	0	0	0.388	0	0	0.230	0.508
Atp5d	Ndufa7	10090.ENSMUSP00000101006	10090.ENSMUSP00000039692	0	0	0	0	0.804	0.310	0	0.398	0.911
Atp5d	Cox8a	10090.ENSMUSP00000101006	10090.ENSMUSP00000040717	0	0	0	0	0.536	0	0	0.434	0.726
Atp5d	Uqcrfs1	10090.ENSMUSP00000101006	10090.ENSMUSP00000045284	0	0	0	0	0.911	0.341	0	0.689	0.980
Atp5d	Cox6a1	10090.ENSMUSP00000101006	10090.ENSMUSP00000047661	0	0	0	0	0.733	0.073	0	0.520	0.871
Atp5d	Atp6v0b	10090.ENSMUSP00000101006	10090.ENSMUSP00000047682	0.110	0	0	0	0.667	0.626	0	0.322	0.915
Atp5d	Atp5l	10090.ENSMUSP00000101006	10090.ENSMUSP00000047960	0	0	0	0	0.699	0.856	0.900	0.720	0.998
Atp5d	Atp6v1g1	10090.ENSMUSP00000101006	10090.ENSMUSP00000048770	0	0	0	0	0.067	0	0.720	0.233	0.782
Atp5d	Ndufv3	10090.ENSMUSP00000101006	10090.ENSMUSP00000049000	0	0	0	0	0.377	0.300	0	0.354	0.694
Atp5d	Atp5k	10090.ENSMUSP00000101006	10090.ENSMUSP00000051222	0	0	0	0	0.698	0.984	0.900	0.741	0.999
Atp5d	Uqcrq	10090.ENSMUSP00000101006	10090.ENSMUSP00000053145	0	0	0	0	0.875	0.071	0	0.615	0.951
Atp5d	Uqcr10	10090.ENSMUSP00000101006	10090.ENSMUSP00000054856	0	0	0	0	0.718	0	0	0.597	0.881
Atp5d	Ndufa8	10090.ENSMUSP00000101006	10090.ENSMUSP00000065352	0	0	0	0	0.771	0.307	0	0.345	0.887
Atp5d	Cox6b1	10090.ENSMUSP00000101006	10090.ENSMUSP00000075150	0	0	0	0	0.725	0.094	0	0.448	0.851
Atp5d	Ndufa3	10090.ENSMUSP00000101006	10090.ENSMUSP00000075953	0	0	0	0	0.495	0	0	0.507	0.740
Atp5d	Uqcrh	10090.ENSMUSP00000101006	10090.ENSMUSP00000077744	0	0	0	0	0.576	0	0	0.445	0.754
Atp5d	mt-Atp6	10090.ENSMUSP00000101006	10090.ENSMUSP00000080996	0.223	0	0	0	0.890	0.978	0.900	0.654	0.999
Atp5d	mt-Nd4	10090.ENSMUSP00000101006	10090.ENSMUSP00000081000	0.195	0	0	0	0.234	0	0	0.546	0.696
Atp5d	Atp5g1	10090.ENSMUSP00000101006	10090.ENSMUSP00000088029	0.110	0	0	0	0.738	0.911	0.720	0.694	0.997
Atp5d	Ndufb6	10090.ENSMUSP00000101006	10090.ENSMUSP00000092746	0	0	0	0	0.821	0.341	0	0.227	0.901
Atp5d	Ndufs7	10090.ENSMUSP00000101006	10090.ENSMUSP00000101003	0.095	0	0	0	0.964	0.310	0	0.735	0.993
Atp5d	Ndufb2	10090.ENSMUSP00000101006	10090.ENSMUSP00000118918	0	0	0	0	0.212	0	0	0.298	0.423
Atp5d	Ndufs5	10090.ENSMUSP00000101006	10090.ENSMUSP00000101813	0	0	0	0	0.379	0	0	0.289	0.540
Atp5d	Ndufa4	10090.ENSMUSP00000101006	10090.ENSMUSP00000144932	0	0	0	0	0.307	0	0	0.478	0.623
Atp5d	Cox6b2	10090.ENSMUSP00000101006	10090.ENSMUSP00000138709	0	0	0	0	0.572	0.094	0	0.132	0.634
Atp5d	Cox6c	10090.ENSMUSP00000101006	10090.ENSMUSP00000123609	0	0	0	0	0.676	0	0	0.388	0.793
Atp5d	Ndufa12	10090.ENSMUSP00000101006	10090.ENSMUSP00000136313	0	0	0	0	0.560	0.335	0	0.409	0.812
Atp5d	Cox7c	10090.ENSMUSP00000101006	10090.ENSMUSP00000115419	0	0	0	0	0.736	0	0	0.598	0.889
Atp5d	Ndufb5	10090.ENSMUSP00000101006	10090.ENSMUSP00000114963	0	0	0	0	0.797	0.299	0	0.311	0.893
Atp5d	Ndufb11	10090.ENSMUSP00000101006	10090.ENSMUSP00000112320	0	0	0	0	0.848	0	0	0.371	0.900
Atp5d	Ndufa13	10090.ENSMUSP00000101006	10090.ENSMUSP00000105796	0	0	0	0	0.895	0.083	0	0.369	0.934
Atp5d	Cox4i1	10090.ENSMUSP00000101006	10090.ENSMUSP00000138019	0	0	0	0	0.917	0.331	0	0.499	0.969
Atp5d	Cox5b	10090.ENSMUSP00000101006	10090.ENSMUSP00000141554	0	0	0	0	0.925	0.077	0	0.660	0.974
Atp5d	Ndufs8	10090.ENSMUSP00000101006	10090.ENSMUSP00000158541	0.215	0	0	0	0.937	0.076	0	0.741	0.986
Atp5d	Atp5j2	10090.ENSMUSP00000101006	10090.ENSMUSP00000125504	0	0	0	0	0.624	0.877	0.720	0.646	0.994
Atp5d	Atp5g2	10090.ENSMUSP00000101006	10090.ENSMUSP00000140414	0.110	0	0	0	0.736	0.931	0.540	0.629	0.996
Atp5d	Atp5g3	10090.ENSMUSP00000101006	10090.ENSMUSP00000107627	0.110	0	0	0	0.742	0.943	0.540	0.730	0.998
Atp5d	Atp5h	10090.ENSMUSP00000101006	10090.ENSMUSP00000102147	0	0	0	0	0.939	0.984	0.900	0.874	0.999
Atp5e	Cox5a	10090.ENSMUSP00000016396	10090.ENSMUSP00000000090	0	0	0	0	0.371	0.303	0	0.450	0.738
Atp5e	Ndufa11	10090.ENSMUSP00000016396	10090.ENSMUSP00000002452	0	0	0	0	0.412	0	0	0.432	0.651
Atp5e	Atp6v1f	10090.ENSMUSP00000016396	10090.ENSMUSP00000004396	0	0	0	0	0.407	0	0.720	0.300	0.873
Atp5e	Ndufa2	10090.ENSMUSP00000016396	10090.ENSMUSP00000014438	0	0	0	0	0.727	0.272	0	0.594	0.912
Atp5e	Cox6b2	10090.ENSMUSP00000016396	10090.ENSMUSP00000138709	0	0	0	0	0.271	0	0	0.254	0.433
Atp5e	Ndufs8	10090.ENSMUSP00000016396	10090.ENSMUSP00000158541	0	0	0	0	0.224	0	0	0.316	0.447
Atp5e	Ndufc2	10090.ENSMUSP00000016396	10090.ENSMUSP00000032882	0	0	0	0	0.385	0.071	0	0.300	0.565
Atp5e	Cox17	10090.ENSMUSP00000016396	10090.ENSMUSP00000113430	0	0	0	0	0.334	0	0	0.413	0.592
Atp5e	Ndufc1	10090.ENSMUSP00000016396	10090.ENSMUSP00000038463	0	0	0	0	0.409	0	0	0.355	0.603
Atp5e	Ndufab1	10090.ENSMUSP00000016396	10090.ENSMUSP00000033157	0	0	0	0	0.170	0	0	0.546	0.607
Atp5e	Uqcrfs1	10090.ENSMUSP00000016396	10090.ENSMUSP00000045284	0	0	0	0	0.200	0.307	0	0.391	0.633
Atp5e	Ndufb4	10090.ENSMUSP00000016396	10090.ENSMUSP00000023514	0	0	0	0	0.438	0	0	0.375	0.634
Atp5e	Ndufa12	10090.ENSMUSP00000016396	10090.ENSMUSP00000136313	0	0	0	0	0.343	0	0	0.497	0.656
Atp5e	Cox8a	10090.ENSMUSP00000016396	10090.ENSMUSP00000040717	0	0	0	0	0.401	0	0	0.462	0.664
Atp5e	Uqcrb	10090.ENSMUSP00000016396	10090.ENSMUSP00000021993	0	0	0	0	0.559	0	0	0.278	0.668
Atp5e	Ndufb6	10090.ENSMUSP00000016396	10090.ENSMUSP00000092746	0	0	0	0	0.380	0.272	0	0.328	0.670
Atp5e	Ndufb3	10090.ENSMUSP00000016396	10090.ENSMUSP00000027193	0	0	0	0	0.516	0	0	0.401	0.698
Atp5e	Ndufs7	10090.ENSMUSP00000016396	10090.ENSMUSP00000101003	0	0	0	0	0.392	0.311	0	0.355	0.706
Atp5e	Ndufa8	10090.ENSMUSP00000016396	10090.ENSMUSP00000065352	0	0	0	0	0.567	0	0	0.386	0.723
Atp5e	Ppa2	10090.ENSMUSP00000016396	10090.ENSMUSP00000029644	0	0	0	0	0.146	0	0.650	0.149	0.723
Atp5e	Atp6v0b	10090.ENSMUSP00000016396	10090.ENSMUSP00000047682	0	0	0	0	0.079	0.626	0	0.341	0.753
Atp5e	Ndufa4	10090.ENSMUSP00000016396	10090.ENSMUSP00000144932	0	0	0	0	0.480	0.299	0	0.450	0.782
Atp5e	Cox7b	10090.ENSMUSP00000016396	10090.ENSMUSP00000033582	0	0	0	0	0.552	0	0	0.538	0.784
Atp5e	Ndufb2	10090.ENSMUSP00000016396	10090.ENSMUSP00000118918	0	0	0	0	0.569	0	0	0.527	0.787
Atp5e	Cox5b	10090.ENSMUSP00000016396	10090.ENSMUSP00000141554	0	0	0	0	0.608	0.096	0	0.465	0.794
Atp5e	Cox6a1	10090.ENSMUSP00000016396	10090.ENSMUSP00000047661	0	0	0	0	0.529	0	0	0.604	0.806
Atp5e	Atp6v1g1	10090.ENSMUSP00000016396	10090.ENSMUSP00000048770	0	0	0	0	0.226	0	0.720	0.195	0.810
Atp5e	Ndufb7	10090.ENSMUSP00000016396	10090.ENSMUSP00000037341	0	0	0	0	0.641	0.305	0	0.338	0.820
Atp5e	Uqcrq	10090.ENSMUSP00000016396	10090.ENSMUSP00000053145	0	0	0	0	0.649	0.067	0	0.494	0.820
Atp5e	Cox4i1	10090.ENSMUSP00000016396	10090.ENSMUSP00000138019	0	0	0	0	0.420	0.305	0	0.605	0.827
Atp5e	Ndufs5	10090.ENSMUSP00000016396	10090.ENSMUSP00000101813	0	0	0	0	0.756	0	0	0.337	0.831
Atp5e	Cox6b1	10090.ENSMUSP00000016396	10090.ENSMUSP00000075150	0	0	0	0	0.589	0.305	0	0.460	0.832
Atp5e	Ndufb5	10090.ENSMUSP00000016396	10090.ENSMUSP00000114963	0	0	0	0	0.684	0.292	0	0.455	0.867
Atp5e	Cox6c	10090.ENSMUSP00000016396	10090.ENSMUSP00000123609	0	0	0	0	0.729	0.300	0	0.395	0.875
Atp5e	Cox7a2	10090.ENSMUSP00000016396	10090.ENSMUSP00000034881	0	0	0	0	0.674	0.263	0	0.528	0.876
Atp5e	Ndufb9	10090.ENSMUSP00000016396	10090.ENSMUSP00000022980	0	0	0	0	0.811	0	0	0.384	0.879
Atp5e	Ndufa7	10090.ENSMUSP00000016396	10090.ENSMUSP00000039692	0	0	0	0	0.825	0	0	0.377	0.886
Atp5e	Ndufs6	10090.ENSMUSP00000016396	10090.ENSMUSP00000022097	0	0	0	0	0.802	0	0	0.475	0.892
Atp5e	Ndufb11	10090.ENSMUSP00000016396	10090.ENSMUSP00000112320	0	0	0	0	0.839	0	0	0.431	0.904
Atp5e	Ndufa13	10090.ENSMUSP00000016396	10090.ENSMUSP00000105796	0	0	0	0	0.857	0	0	0.369	0.906
Atp5e	Ndufa5	10090.ENSMUSP00000016396	10090.ENSMUSP00000023851	0	0	0	0	0.730	0.303	0	0.556	0.909
Atp5e	Ndufa6	10090.ENSMUSP00000016396	10090.ENSMUSP00000023085	0	0	0	0	0.826	0.305	0	0.344	0.914
Atp5e	Ndufa1	10090.ENSMUSP00000016396	10090.ENSMUSP00000016571	0	0	0	0	0.809	0	0	0.573	0.915
Atp5e	Ndufv3	10090.ENSMUSP00000016396	10090.ENSMUSP00000049000	0	0	0	0	0.817	0.282	0	0.470	0.924
Atp5e	Ndufa3	10090.ENSMUSP00000016396	10090.ENSMUSP00000075953	0	0	0	0	0.795	0.302	0	0.516	0.924
Atp5e	Uqcr11	10090.ENSMUSP00000016396	10090.ENSMUSP00000020372	0	0	0	0	0.895	0	0	0.501	0.945
Atp5e	Cox7c	10090.ENSMUSP00000016396	10090.ENSMUSP00000115419	0	0	0	0	0.850	0	0	0.701	0.953
Atp5e	Uqcr10	10090.ENSMUSP00000016396	10090.ENSMUSP00000054856	0	0	0	0	0.875	0.242	0	0.565	0.955
Atp5e	Uqcrh	10090.ENSMUSP00000016396	10090.ENSMUSP00000077744	0	0	0	0	0.862	0.307	0	0.603	0.958
Atp5e	Atp5g2	10090.ENSMUSP00000016396	10090.ENSMUSP00000140414	0	0	0	0	0.234	0.929	0.540	0.576	0.987
Atp5e	Atp5g3	10090.ENSMUSP00000016396	10090.ENSMUSP00000107627	0	0	0	0	0.272	0.931	0.540	0.709	0.992
Atp5e	Atp5j2	10090.ENSMUSP00000016396	10090.ENSMUSP00000125504	0	0	0	0	0.855	0.870	0.720	0.640	0.997
Atp5e	Atp5g1	10090.ENSMUSP00000016396	10090.ENSMUSP00000088029	0	0	0	0	0.319	0.978	0.720	0.472	0.997
Atp5e	Atp5j	10090.ENSMUSP00000016396	10090.ENSMUSP00000023608	0	0	0	0	0.618	0.982	0.720	0.479	0.998
Atp5e	mt-Atp6	10090.ENSMUSP00000016396	10090.ENSMUSP00000080996	0	0	0	0	0.053	0.978	0.900	0.531	0.998
Atp5e	Atp5k	10090.ENSMUSP00000016396	10090.ENSMUSP00000051222	0	0	0	0	0.908	0.983	0.900	0.787	0.999
Atp5e	Atp5h	10090.ENSMUSP00000016396	10090.ENSMUSP00000102147	0	0	0	0	0.857	0.983	0.900	0.835	0.999
Atp5e	Atp5o	10090.ENSMUSP00000016396	10090.ENSMUSP00000023677	0	0	0	0	0.638	0.983	0.900	0.689	0.999
Atp5e	Atp5l	10090.ENSMUSP00000016396	10090.ENSMUSP00000047960	0	0	0	0	0.909	0.847	0.900	0.656	0.999
Atp5g1	Cox5a	10090.ENSMUSP00000088029	10090.ENSMUSP00000000090	0	0	0	0	0.737	0.136	0	0.625	0.907
Atp5g1	Ndufa11	10090.ENSMUSP00000088029	10090.ENSMUSP00000002452	0	0	0	0	0.743	0	0	0.364	0.829
Atp5g1	Atp6v1f	10090.ENSMUSP00000088029	10090.ENSMUSP00000004396	0.110	0	0	0	0.456	0.626	0	0.436	0.884
Atp5g1	Ndufa2	10090.ENSMUSP00000088029	10090.ENSMUSP00000014438	0	0	0	0	0.410	0	0	0.481	0.681
Atp5g1	Ndufa1	10090.ENSMUSP00000088029	10090.ENSMUSP00000016571	0	0	0	0	0.254	0	0	0.431	0.557
Atp5g1	Uqcr11	10090.ENSMUSP00000088029	10090.ENSMUSP00000020372	0	0	0	0	0.682	0	0	0.492	0.831
Atp5g1	Uqcrb	10090.ENSMUSP00000088029	10090.ENSMUSP00000021993	0	0	0	0	0.421	0	0	0.244	0.544
Atp5g1	Ndufs6	10090.ENSMUSP00000088029	10090.ENSMUSP00000022097	0	0	0	0	0.552	0	0	0.381	0.711
Atp5g1	Ndufb9	10090.ENSMUSP00000088029	10090.ENSMUSP00000022980	0	0	0	0	0.607	0	0	0.453	0.775
Atp5g1	Ndufa6	10090.ENSMUSP00000088029	10090.ENSMUSP00000023085	0	0	0	0	0.307	0	0	0.374	0.548
Atp5g1	Ndufb4	10090.ENSMUSP00000088029	10090.ENSMUSP00000023514	0	0	0	0	0.366	0	0	0.306	0.541
Atp5g1	Atp5j	10090.ENSMUSP00000088029	10090.ENSMUSP00000023608	0	0	0	0	0.528	0.940	0.800	0.533	0.997
Atp5g1	Atp5o	10090.ENSMUSP00000088029	10090.ENSMUSP00000023677	0.110	0	0	0	0.843	0.940	0.720	0.466	0.998
Atp5g1	Ndufa5	10090.ENSMUSP00000088029	10090.ENSMUSP00000023851	0	0	0	0	0.396	0	0	0.371	0.604
Atp5g1	Ndufb3	10090.ENSMUSP00000088029	10090.ENSMUSP00000027193	0	0	0	0	0.261	0	0	0.486	0.604
Atp5g1	Ppa2	10090.ENSMUSP00000088029	10090.ENSMUSP00000029644	0	0	0	0	0.263	0	0.650	0.308	0.806
Atp5g1	Ndufc2	10090.ENSMUSP00000088029	10090.ENSMUSP00000032882	0	0	0	0	0.403	0	0	0.415	0.636
Atp5g1	Ndufab1	10090.ENSMUSP00000088029	10090.ENSMUSP00000033157	0.061	0	0	0	0.836	0	0	0.337	0.889
Atp5g1	Cox7b	10090.ENSMUSP00000088029	10090.ENSMUSP00000033582	0	0	0	0	0.700	0	0	0.415	0.817
Atp5g1	Cox7a2	10090.ENSMUSP00000088029	10090.ENSMUSP00000034881	0	0	0	0	0.838	0	0	0.460	0.909
Atp5g1	Ndufb7	10090.ENSMUSP00000088029	10090.ENSMUSP00000037341	0	0	0	0	0.513	0	0	0.510	0.751
Atp5g1	Ndufc1	10090.ENSMUSP00000088029	10090.ENSMUSP00000038463	0	0	0	0	0.636	0	0	0.433	0.785
Atp5g1	Ndufa7	10090.ENSMUSP00000088029	10090.ENSMUSP00000039692	0	0	0	0	0.444	0	0	0.321	0.607
Atp5g1	Cox8a	10090.ENSMUSP00000088029	10090.ENSMUSP00000040717	0	0	0	0	0.561	0	0	0.531	0.786
Atp5g1	Uqcrfs1	10090.ENSMUSP00000088029	10090.ENSMUSP00000045284	0	0	0	0	0.519	0	0	0.607	0.802
Atp5g1	Cox6a1	10090.ENSMUSP00000088029	10090.ENSMUSP00000047661	0	0	0	0	0.531	0.058	0	0.440	0.731
Atp5g1	Atp6v0b	10090.ENSMUSP00000088029	10090.ENSMUSP00000047682	0	0	0	0	0.063	0	0.720	0.192	0.769
Atp5g1	Atp5l	10090.ENSMUSP00000088029	10090.ENSMUSP00000047960	0	0	0	0	0.674	0.766	0.800	0.592	0.992
Atp5g1	Atp6v1g1	10090.ENSMUSP00000088029	10090.ENSMUSP00000048770	0	0	0	0	0.179	0.436	0	0.225	0.610
Atp5g1	Ndufv3	10090.ENSMUSP00000088029	10090.ENSMUSP00000049000	0	0	0	0	0.328	0	0	0.346	0.542
